1556477386.782,68,3255,100460.88,22.31,24.68,-1.28,-121.22
1556477386.782,68,3256,100460.88,22.31,25.14,-0.43,-120.22
1556477386.782,68,3257,100468.77,22.31,24.79,-1.21,-120.79
1556477386.782,68,3258,100460.88,22.31,24.89,-0.71,-120.36
1556477386.783,68,3259,100460.88,22.31,24.86,-0.50,-121.79
1556477386.783,68,3260,100460.88,22.31,24.61,-0.78,-120.79
1556477386.783,68,3261,100460.88,22.31,24.79,-1.07,-120.58
1556477386.783,68,3262,100460.88,22.31,24.82,-1.85,-120.15
1556477386.783,67,3263,100460.88,22.31,24.79,-1.35,-120.29
1556477386.783,67,3264,100460.88,22.31,24.93,-1.50,-121.57
1556477386.783,68,3265,100460.88,22.31,24.82,0.14,-120.15
1556477386.783,68,3266,100460.88,22.31,24.57,0.29,-119.51
1556477386.783,68,3267,100460.88,22.31,24.79,-0.50,-120.15
1556477386.783,68,3268,100460.88,22.31,24.57,-0.64,-120.29
1556477386.783,68,3269,100460.88,22.31,24.68,-0.71,-120.65
1556477386.783,68,3270,100460.88,22.31,24.89,-1.07,-120.93
1556477386.783,68,3271,100460.88,22.31,24.71,-0.93,-120.93
1556477386.783,68,3272,100460.88,22.31,25.00,-0.86,-121.50
1556477386.783,68,3273,100460.88,22.31,24.79,-0.93,-120.79
1556477386.783,68,3274,100460.88,22.31,25.03,-0.36,-120.36
1556477386.783,68,3275,100460.88,22.31,25.11,-1.00,-120.22
1556477386.783,68,3276,100460.88,22.31,24.96,-1.14,-120.58
1556477386.783,68,3277,100460.88,22.31,24.64,-1.28,-119.86
1556477386.783,68,3278,100460.88,22.31,24.89,-0.07,-120.01
1556477386.783,68,3279,100460.88,22.31,25.03,-1.14,-121.72
1556477386.783,68,3280,100468.77,22.31,24.82,-1.00,-120.72
1556477386.783,68,3281,100460.88,22.31,25.00,-0.50,-120.08
1556477386.783,68,3282,100460.88,22.31,24.64,-0.21,-120.86
1556477386.783,68,3283,100460.88,22.31,24.64,-1.21,-120.29
1556477386.783,68,3284,100460.88,22.31,24.75,-0.71,-120.36
1556477386.783,68,3285,100460.88,22.31,24.50,-1.07,-119.65
1556477386.783,68,3286,100460.88,22.31,24.79,-1.07,-120.93
1556477386.783,68,3287,100460.88,22.31,24.89,-1.00,-120.36
1556477386.783,68,3288,100460.88,22.31,24.64,-0.57,-120.93
1556477386.783,68,3289,100460.88,22.31,24.89,-0.78,-121.07
1556477386.783,68,3290,100460.88,22.31,24.86,-0.78,-120.79
1556477386.783,68,3291,100460.88,22.31,24.50,-0.57,-120.65
1556477386.783,68,3292,100460.88,22.31,24.68,-0.71,-120.72
1556477386.783,68,3293,100460.88,22.31,24.86,-1.14,-121.64
1556477386.783,68,3294,100460.88,22.31,24.68,-0.86,-120.93
1556477386.783,68,3295,100460.88,22.31,24.86,-0.50,-120.72
1556477386.910,68,3300,100460.88,22.31,24.46,-1.14,-120.93
1556477386.959,68,3301,100460.88,22.31,24.46,0.14,-120.01
1556477387.023,68,3302,100460.88,22.31,24.75,-0.71,-120.86
1556477387.087,68,3303,100460.88,22.31,24.57,-0.93,-120.29
1556477387.135,68,3304,100460.88,22.31,24.68,0.07,-120.36
1556477387.183,68,3305,100460.88,22.31,24.79,0.43,-120.43
1556477387.247,68,3306,100460.88,22.31,24.43,-0.78,-120.79
1556477387.295,68,3307,100460.88,22.31,24.57,-1.07,-119.93
1556477387.359,68,3308,100460.88,22.31,24.82,-0.50,-121.64
1556477387.407,68,3309,100452.98,22.31,24.68,-0.07,-120.43
1556477387.471,68,3310,100460.88,22.31,25.03,-1.00,-121.22
1556477387.519,68,3311,100460.88,22.31,24.79,-0.78,-120.58
1556477387.583,68,3312,100452.98,22.31,24.64,-0.64,-120.65
1556477387.631,68,3313,100460.88,22.31,24.61,-0.21,-120.65
1556477387.695,68,3314,100460.88,22.31,24.43,-0.86,-121.22
1556477387.759,68,3315,100460.88,22.31,24.61,-0.57,-120.58
1556477387.807,68,3316,100460.88,22.31,24.86,-0.57,-120.36
1556477387.871,68,3317,100460.88,22.31,24.71,-1.07,-121.72
1556477387.919,68,3318,100460.88,22.31,24.68,-1.21,-120.15
1556477387.983,68,3319,100460.88,22.31,24.64,-1.43,-120.22
1556477388.032,68,3320,100452.98,22.31,24.79,-0.71,-121.29
1556477388.128,68,3321,100468.77,22.31,24.29,-0.93,-120.36
1556477388.192,68,3322,100468.77,22.31,24.68,-1.35,-120.72
1556477388.240,68,3323,100452.98,22.31,24.89,-1.21,-120.43
1556477388.304,68,3324,100460.88,22.31,24.89,-0.78,-120.36
1556477388.352,68,3325,100460.88,22.31,24.93,-0.64,-121.22
1556477388.416,68,3326,100460.88,22.31,24.86,-0.57,-120.65
1556477388.464,68,3327,100460.88,22.31,24.64,-0.86,-120.86
1556477388.528,68,3328,100460.88,22.31,24.64,-1.85,-119.93
1556477388.576,68,3329,100460.88,22.31,24.79,-1.43,-121.22
1556477388.640,68,3330,100452.98,22.31,24.86,-1.28,-120.79
1556477388.688,68,3331,100452.98,22.31,24.89,-0.29,-120.93
1556477388.752,68,3332,100468.77,22.31,24.50,-1.28,-121.64
1556477388.800,68,3333,100468.77,22.31,24.68,-1.00,-120.58
1556477388.864,68,3334,100460.88,22.31,24.75,-0.57,-119.44
1556477388.913,68,3335,100452.98,22.31,24.61,-0.43,-120.86
1556477388.977,68,3336,100452.98,22.31,24.64,-0.93,-120.79
1556477389.024,68,3337,100452.98,22.31,24.61,-0.93,-121.00
1556477389.088,68,3338,100460.88,22.31,24.96,-0.93,-120.65
1556477389.137,68,3339,100460.88,22.31,24.93,-1.14,-120.65
1556477389.201,68,3340,100468.77,22.31,24.93,-0.29,-120.15
1556477389.249,68,3341,100468.77,22.31,24.57,-0.64,-120.65
1556477389.313,68,3342,100460.88,22.31,24.82,-1.50,-120.36
1556477389.377,68,3343,100452.98,22.31,24.64,-0.78,-121.64
1556477389.425,68,3344,100460.88,22.31,24.75,-1.35,-120.79
1556477389.489,68,3345,100468.77,22.31,24.93,-0.71,-120.65
1556477389.537,68,3346,100468.77,22.31,24.57,-0.57,-120.65
1556477389.601,68,3347,100468.77,22.31,24.68,-0.57,-121.72
1556477389.649,68,3348,100468.77,22.31,25.11,-0.50,-120.86
1556477389.713,68,3349,100460.88,22.31,24.96,-0.78,-120.58
1556477389.761,68,3350,100460.88,22.31,24.32,-0.29,-120.43
1556477389.825,68,3351,100468.77,22.31,24.82,-1.07,-120.50
1556477389.873,68,3352,100460.88,22.31,24.64,-1.07,-121.79
1556477389.937,68,3353,100468.77,22.31,24.46,-0.86,-121.07
1556477389.986,68,3354,100460.88,22.31,24.93,-0.86,-119.36
1556477390.050,68,3355,100468.77,22.31,24.96,-0.78,-121.57
1556477390.097,68,3356,100468.77,22.31,25.03,-1.00,-120.50
1556477390.161,68,3357,100468.77,22.31,24.82,-0.64,-121.00
1556477390.209,68,3358,100460.88,22.31,24.89,-0.57,-120.50
1556477390.274,68,3359,100460.88,22.31,24.96,-1.28,-119.79
1556477390.322,68,3360,100460.88,22.25,24.54,-0.57,-119.79
1556477390.418,68,3361,100460.88,22.25,24.71,-1.07,-120.65
1556477390.482,68,3362,100468.77,22.25,24.82,-0.93,-120.50
1556477390.530,68,3363,100468.77,22.25,24.86,-0.36,-120.79
1556477390.594,68,3364,100460.88,22.25,24.89,-1.57,-120.36
1556477390.642,68,3365,100460.88,22.25,24.96,-0.43,-120.36
1556477390.706,68,3366,100468.77,22.25,24.93,-1.57,-119.58
1556477390.754,68,3367,100468.77,22.25,25.11,-2.07,-120.86
1556477390.818,68,3368,100460.88,22.25,26.14,-1.21,-119.22
1556477390.882,68,3369,100460.88,22.25,25.14,-1.92,-119.93
1556477390.930,68,3370,100460.88,22.25,24.82,-2.35,-120.29
1556477390.994,68,3371,100460.88,22.25,24.86,-0.57,-120.22
1556477391.042,68,3372,100468.77,22.25,24.68,-0.86,-120.22
1556477391.106,68,3373,100460.88,22.25,24.93,-0.78,-120.58
1556477391.155,68,3374,100460.88,22.25,25.00,-0.36,-119.86
1556477391.219,68,3375,100460.88,22.25,24.79,-0.78,-120.58
1556477391.267,68,3376,100460.88,22.25,25.07,-0.86,-118.94
1556477391.330,68,3377,100460.88,22.25,25.36,-1.28,-120.29
1556477391.379,68,3378,100460.88,22.25,25.36,-0.64,-120.08
1556477391.442,68,3379,100460.88,22.25,25.18,-1.64,-121.50
1556477391.491,68,3380,100468.77,22.25,25.00,-1.14,-120.22
1556477391.555,68,3381,100460.88,22.25,25.00,-2.00,-120.65
1556477391.603,68,3382,100468.77,22.25,25.21,-2.07,-120.65
1556477391.667,68,3383,100460.88,22.25,25.00,-1.78,-120.50
1556477391.715,68,3384,100460.88,22.25,25.00,-1.43,-120.86
1556477391.779,68,3385,100460.88,22.25,24.96,-1.14,-119.36
1556477391.827,68,3386,100460.88,22.25,25.18,-1.14,-119.93
1556477391.891,68,3387,100460.88,22.25,25.28,-1.35,-120.50
1556477391.939,68,3388,100452.98,22.25,24.89,-0.21,-121.15
1556477392.003,68,3389,100468.77,22.25,25.60,-0.86,-120.79
1556477392.051,68,3390,100468.77,22.25,25.07,-1.07,-120.50
1556477392.115,68,3391,100460.88,22.25,25.25,-0.78,-120.65
1556477392.163,68,3392,100468.77,22.25,25.43,-1.14,-120.72
1556477392.227,68,3393,100468.77,22.25,25.43,-0.36,-119.93
1556477392.275,68,3394,100484.55,22.25,25.21,-0.50,-119.58
1556477392.340,68,3395,100468.77,22.25,25.46,-0.93,-120.08
1556477392.388,68,3396,100468.77,22.25,25.39,0.29,-119.79
1556477392.452,68,3397,100468.77,22.25,25.25,-0.50,-120.72
1556477392.500,68,3398,100468.77,22.25,25.03,0.07,-119.51
1556477392.564,68,3399,100468.77,22.25,25.07,-0.29,-120.29
1556477392.612,68,3400,100468.77,22.25,25.21,-0.43,-120.43
1556477392.708,68,3401,100468.77,22.25,25.43,-0.57,-121.00
1556477392.772,68,3402,100468.77,22.25,25.28,-0.93,-120.15
1556477392.820,68,3403,100484.55,22.25,24.86,-1.43,-120.08
1556477392.884,68,3404,100468.77,22.25,24.54,-1.57,-119.72
1556477392.932,68,3405,100484.55,22.25,24.82,-1.21,-120.36
1556477392.996,68,3406,100468.77,22.25,25.07,0.14,-120.72
1556477393.044,68,3407,100468.77,22.25,24.86,-0.57,-119.58
1556477393.108,67,3408,100468.77,22.25,24.79,-0.86,-119.72
1556477393.156,68,3409,100468.77,22.25,24.68,-0.86,-121.00
1556477393.220,67,3410,100468.77,22.25,24.68,-0.86,-120.93
1556477393.268,68,3411,100468.77,22.25,24.89,-0.71,-121.15
1556477393.332,68,3412,100460.88,22.25,24.46,-0.71,-120.72
1556477393.380,68,3413,100468.77,22.25,24.57,-0.36,-120.65
1556477393.445,68,3414,100468.77,22.25,24.71,-0.64,-121.00
1556477393.509,68,3415,100468.77,22.25,24.68,-0.57,-121.29
1556477393.557,68,3416,100468.77,22.25,24.86,-0.50,-120.79
1556477393.621,68,3417,100468.77,22.25,24.64,-1.28,-121.15
1556477393.669,68,3418,100468.77,22.25,25.11,-1.71,-120.58
1556477393.717,67,3419,100468.77,22.25,24.61,0.14,-120.65
1556477393.781,68,3420,100468.77,22.25,24.79,-0.86,-120.58
1556477393.829,68,3421,100468.77,22.25,24.43,-1.00,-120.36
1556477393.893,68,3422,100468.77,22.25,25.07,-0.14,-120.72
1556477393.957,68,3423,100468.77,22.25,24.86,-0.71,-120.86
1556477394.005,68,3424,100468.77,22.25,25.03,-1.07,-120.36
1556477394.069,68,3425,100468.77,22.25,24.93,-1.14,-119.72
1556477394.117,68,3426,100468.77,22.25,25.00,-0.93,-120.65
1556477394.165,68,3427,100468.77,22.25,25.03,0.07,-120.36
1556477394.229,68,3428,100468.77,22.25,24.82,-1.50,-121.07
1556477394.293,68,3429,100468.77,22.25,25.00,-0.57,-120.36
1556477394.341,68,3430,100468.77,22.25,24.79,-1.64,-120.93
1556477394.405,68,3431,100468.77,22.25,24.61,-0.86,-120.79
1556477394.454,68,3432,100468.77,22.25,25.11,-1.14,-121.50
1556477394.517,68,3433,100468.77,22.25,25.07,-0.93,-121.93
1556477394.566,68,3434,100468.77,22.25,25.28,-0.93,-120.86
1556477394.629,68,3435,100468.77,22.25,24.96,-0.64,-120.15
1556477394.678,68,3436,100468.77,22.25,25.11,-1.07,-120.65
1556477394.742,68,3437,100460.88,22.25,24.68,-1.00,-121.07
1556477394.790,68,3438,100468.77,22.25,24.64,-0.93,-120.58
1556477394.854,68,3439,100468.77,22.25,25.07,-0.64,-121.22
1556477394.902,68,3440,100468.77,22.25,24.79,-0.50,-120.79
1556477394.998,68,3441,100468.77,22.25,24.96,-0.71,-120.93
1556477395.062,67,3442,100468.77,22.25,24.93,-0.64,-121.07
1556477395.110,68,3443,100468.77,22.25,24.71,-0.36,-121.29
1556477395.174,68,3444,100468.77,22.25,24.93,-0.14,-121.00
1556477395.222,68,3445,100468.77,22.25,24.75,-0.50,-121.64
1556477395.286,68,3446,100468.77,22.25,24.75,-0.71,-121.57
1556477395.334,67,3447,100468.77,22.25,24.86,-0.50,-120.65
1556477395.399,67,3448,100468.77,22.25,24.57,-1.43,-120.65
1556477395.447,67,3449,100468.77,22.25,24.54,-0.43,-121.22
1556477395.510,67,3450,100468.77,22.25,24.54,-1.35,-121.79
1556477395.558,67,3451,100468.77,22.25,24.93,-1.50,-120.43
1556477395.623,67,3452,100468.77,22.25,24.79,-0.71,-120.72
1556477395.671,67,3453,100460.88,22.25,24.68,-0.21,-120.86
1556477395.734,68,3454,100468.77,22.25,24.75,-1.35,-121.50
1556477395.799,67,3455,100468.77,22.25,24.57,-0.86,-120.79
1556477395.847,68,3456,100468.77,22.25,24.43,-1.35,-121.07
1556477395.911,67,3457,100460.88,22.25,24.86,-0.86,-120.93
1556477395.959,67,3458,100468.77,22.25,24.68,-1.00,-120.29
1556477396.023,67,3459,100468.77,22.25,24.89,-0.86,-120.43
1556477396.071,67,3460,100468.77,22.25,24.75,-1.07,-121.15
1556477396.135,67,3461,100460.88,22.25,24.93,-1.28,-120.86
1556477396.183,68,3462,100460.88,22.25,24.54,-0.78,-121.29
1556477396.247,68,3463,100468.77,22.25,25.21,-1.14,-120.43
1556477396.295,67,3464,100468.77,22.25,25.03,-1.14,-121.22
1556477396.359,68,3465,100460.88,22.25,25.18,-0.64,-121.07
1556477396.407,68,3466,100468.77,22.25,24.71,-1.57,-120.50
1556477396.471,67,3467,100468.77,22.25,24.96,-0.78,-121.36
1556477396.519,68,3468,100468.77,22.25,24.57,-0.43,-120.58
1556477396.584,67,3469,100468.77,22.25,24.71,-1.07,-121.79
1556477396.631,68,3470,100468.77,22.25,24.96,-0.86,-120.50
1556477396.695,68,3471,100468.77,22.25,24.61,-0.71,-120.58
1556477396.743,68,3472,100468.77,22.25,24.75,-0.86,-120.72
1556477396.807,68,3473,100460.88,22.25,24.75,-0.43,-120.58
1556477396.856,68,3474,100468.77,22.25,25.03,-0.78,-121.00
1556477396.920,68,3475,100468.77,22.25,25.14,-1.21,-120.15
1556477396.967,68,3476,100460.88,22.25,24.75,-1.07,-120.65
1556477397.032,68,3477,100468.77,22.25,24.64,-1.50,-120.65
1556477397.080,68,3478,100468.77,22.25,24.89,-0.57,-120.79
1556477397.144,68,3479,100468.77,22.25,24.75,-0.07,-120.29
1556477397.192,68,3480,100460.88,22.25,24.71,-0.64,-120.86
1556477397.288,68,3481,100460.88,22.25,24.86,-0.64,-120.29
1556477397.352,68,3482,100460.88,22.25,24.64,-0.57,-121.36
1556477397.416,68,3483,100460.88,22.25,24.50,-0.64,-120.43
1556477397.464,68,3484,100460.88,22.25,24.82,-0.71,-121.29
1556477397.528,68,3485,100460.88,22.25,24.82,-0.50,-121.29
1556477397.576,68,3486,100460.88,22.25,24.54,-0.78,-120.79
1556477397.640,68,3487,100460.88,22.25,25.00,-1.00,-120.01
1556477397.688,68,3488,100468.77,22.25,24.93,-1.00,-121.07
1556477397.752,68,3489,100460.88,22.25,24.50,-1.14,-120.50
1556477397.800,68,3490,100460.88,22.25,24.46,-0.86,-120.50
1556477397.865,68,3491,100468.77,22.25,24.71,-1.21,-120.79
1556477397.913,68,3492,100460.88,22.25,24.43,-1.00,-120.79
1556477397.977,67,3493,100460.88,22.25,24.82,-1.43,-121.79
1556477398.025,67,3494,100460.88,22.25,24.93,-1.00,-121.15
1556477398.089,67,3495,100468.77,22.25,24.36,-0.14,-121.15
1556477398.137,67,3496,100468.77,22.25,24.36,-1.00,-120.79
1556477398.201,67,3497,100460.88,22.25,24.61,-0.78,-121.15
1556477398.249,68,3498,100460.88,22.25,24.79,-0.64,-120.43
1556477398.313,68,3499,100460.88,22.25,25.03,-0.71,-121.15
1556477398.361,68,3500,100460.88,22.25,24.64,-0.43,-121.29
1556477398.425,68,3501,100460.88,22.25,24.75,-0.78,-121.29
1556477398.473,67,3502,100460.88,22.25,24.75,-0.93,-119.65
