mph,alpha,beta,seq,baro,oat,dp0,dpA,dpB
73,-10,0,53600,101387.765625,15.75,691.287231,-319.555664,-33.792114
73,-10,0,53601,101387.351562,15.75,655.581665,-313.146973,2.828979
73,-10,0,53602,101388.53125,15.75,725.161743,-487.097168,1.913452
73,-10,0,53603,101388.609375,15.75,734.317017,-482.519531,-12.734985
73,-10,0,53604,101389.109375,15.75,711.428833,-340.612793,-14.56604
73,-10,0,53605,101389.046875,15.75,722.415161,-448.64502,28.463745
73,-10,0,53606,101388.898438,15.75,685.794067,-385.473633,-41.116333
73,-10,0,53607,101387.851562,15.75,663.821411,-340.612793,-20.974731
73,-10,0,53608,101388.007812,15.75,663.821411,-337.866211,17.477417
73,-10,0,53609,101386.648438,15.75,669.314575,-349.768066,39.450073
73,-10,0,53610,101387.351562,15.75,661.074829,-465.124512,12.89978
73,-10,0,53611,101386.34375,15.75,658.328247,-289.343262,39.450073
73,-10,0,53612,101385.773438,15.75,705.935669,-498.083496,170.370483
73,-10,0,53613,101385.078125,15.75,782.839966,-515.478516,120.932007
73,-10,0,53614,101382.671875,15.75,711.428833,-439.489746,-3.579712
73,-10,0,53615,101382.390625,15.75,652.835083,-365.332031,-0.83313
73,-10,0,53616,101382.71875,15.75,703.189087,-350.683594,25.717163
73,-10,0,53617,101382.992188,15.75,731.570435,-403.78418,-12.734985
73,-10,0,53618,101383.34375,15.75,734.317017,-399.206543,154.806519
73,-10,0,53619,101382.265625,15.75,722.415161,-420.263672,75.15564
73,-10,0,53620,101383.351562,15.75,745.303345,-485.266113,131.918335
73,-10,0,53621,101382.382812,15.75,826.785278,-546.606445,75.15564
73,-10,0,53622,101383.078125,15.75,818.545532,-469.702148,20.223999
73,-10,0,53623,101383.328125,15.75,826.785278,-489.84375,46.774292
73,-10,0,53624,101383.03125,15.75,757.2052,-487.097168,14.730835
73,-10,0,53625,101385.203125,15.75,804.812622,-497.167969,76.071167
73,-10,0,53626,101386.273438,15.8125,691.287231,-477.026367,28.463745
73,-10,0,53627,101386.78125,15.8125,751.712036,-466.040039,116.35437
73,-10,0,53628,101386.054688,15.8125,748.965454,-353.430176,83.395386
73,-10,0,53629,101387.351562,15.8125,796.572876,-456.884766,99.874878
73,-10,0,53630,101387.601562,15.8125,745.303345,-518.225098,59.591675
73,-10,0,53631,101386.539062,15.8125,711.428833,-423.925781,84.310913
73,-10,10,53716,101357.296875,15.8125,759.951782,-492.590332,-348.733521
73,-10,10,53717,101358.570312,15.75,807.559204,-499.914551,-369.790649
73,-10,10,53718,101358.570312,15.75,734.317017,-463.293457,-395.425415
73,-10,10,53719,101357.328125,15.75,757.2052,-462.37793,-410.98938
73,-10,10,53720,101356.664062,15.75,688.540649,-451.391602,-345.986938
73,-10,10,53721,101357.234375,15.75,785.586548,-253.637695,-386.270142
73,-10,10,53722,101359.28125,15.8125,691.287231,-179.47998,-204.0802
73,-10,10,53723,101361.898438,15.8125,661.074829,-294.836426,-302.957153
73,-10,10,53724,101362.085938,15.8125,677.554321,-349.768066,-211.404419
73,-10,10,53725,101364.484375,15.8125,731.570435,-335.119629,-313.943481
73,-10,10,53726,101365.09375,15.8125,714.175415,-392.797852,-356.973267
73,-10,10,53727,101362.59375,15.8125,714.175415,-395.544434,-313.943481
73,-10,10,53728,101362.8125,15.8125,674.807739,-412.023926,-390.847778
73,-10,10,53729,101358.265625,15.8125,748.965454,-449.560547,-319.436646
73,-10,10,53730,101357.859375,15.8125,734.317017,-455.053711,-308.450317
73,-10,10,53731,101358.875,15.8125,716.921997,-396.459961,-329.507446
73,-10,10,53732,101356.523438,15.8125,669.314575,-448.64502,-285.562134
73,-10,10,53733,101357.125,15.8125,643.67981,-365.332031,-290.139771
73,-10,10,53734,101358.1875,15.8125,703.189087,-316.809082,-261.758423
73,-10,10,53735,101359.914062,15.8125,663.821411,-360.754395,-248.94104
73,-10,10,53736,101361.640625,15.8125,661.074829,-372.65625,-291.970825
73,-10,10,53737,101362.359375,15.8125,754.458618,-377.233887,-269.998169
73,-10,10,53738,101362.953125,15.8125,685.794067,-442.236328,-364.297485
73,-10,10,53739,101362.179688,15.8125,703.189087,-328.710938,-308.450317
73,-10,10,53740,101361.65625,15.8125,640.933228,-334.204102,-335.916138
73,-10,10,53741,101360.023438,15.8125,694.033813,-411.108398,-312.112427
73,-10,10,53742,101359.84375,15.8125,722.415161,-467.871094,-229.714966
73,-10,10,53743,101358.476562,15.8125,688.540649,-269.20166,-414.651489
73,-10,10,53744,101355.898438,15.8125,754.458618,-414.770508,-289.224243
73,-10,10,53745,101357.140625,15.8125,711.428833,-353.430176,-311.196899
73,-10,10,53746,101357.40625,15.8125,788.33313,-392.797852,-379.86145
73,-10,10,53747,101356.898438,15.8125,745.303345,-449.560547,-402.749634
73,-10,10,53748,101356.15625,15.8125,748.965454,-390.05127,-300.210571
73,-10,10,53749,101357.117188,15.75,727.908325,-390.966797,-294.717407
73,-10,10,53750,101358.703125,15.75,737.063599,-428.503418,-297.463989
73,-10,10,53751,101359.992188,15.75,813.052368,-556.677246,-357.888794
73,-10,10,53752,101359.539062,15.75,708.682251,-455.053711,-385.354614
73,-10,10,53753,101358.179688,15.75,770.93811,-420.263672,-385.354614
73,-10,10,53754,101356.414062,15.75,742.556763,-355.26123,-322.183228
73,-10,10,53755,101358.59375,15.75,737.063599,-489.84375,-372.537231
73,-10,10,53756,101357.273438,15.75,742.556763,-388.220215,-375.283813
73,-10,10,53757,101357.273438,15.75,791.079712,-521.887207,-324.014282
73,-10,10,53758,101359.28125,15.75,844.180298,-388.220215,-284.646606
73,-10,10,53759,101362.4375,15.75,807.559204,-423.925781,-279.153442
73,-10,10,53760,101364.242188,15.75,727.908325,-459.631348,-312.112427
73,-10,10,53761,101363.179688,15.75,727.908325,-433.081055,-385.354614
73,-10,10,53762,101364.226562,15.75,754.458618,-477.026367,-336.831665
73,-10,10,53763,101363.6875,15.75,802.06604,-518.225098,-372.537231
73,-10,10,53764,101364.34375,15.75,782.839966,-462.37793,-405.496216
73,-10,10,53765,101362.90625,15.75,691.287231,-318.640137,-344.155884
73,-10,10,53766,101363.90625,15.75,751.712036,-454.138184,-423.806763
73,-10,10,53767,101360.75,15.75,804.812622,-471.533203,-308.450317
73,-10,10,53768,101362.171875,15.75,895.449829,-542.944336,-282.815552
73,-10,10,53769,101365.109375,15.75,824.038696,-497.167969,-377.114868
73,-10,10,53770,101364.328125,15.75,837.771606,-548.4375,-401.834106
73,-10,10,53771,101363.617188,15.75,835.025024,-492.590332,-439.370728
73,-10,10,53772,101360.5,15.75,826.785278,-498.083496,-436.624146
73,-10,10,53773,101359.351562,15.75,779.177856,-477.026367,-343.240356
73,-10,10,53774,101360.507812,15.75,804.812622,-487.097168,-336.831665
73,-10,10,53775,101360.476562,15.75,818.545532,-399.206543,-386.270142
73,-10,10,53776,101361.476562,15.6875,804.812622,-526.464844,-396.340942
73,-10,10,53777,101361.460938,15.6875,796.572876,-566.748047,-338.66272
73,-10,10,53778,101362.859375,15.6875,745.303345,-393.713379,-478.738403
73,-10,10,53779,101359.921875,15.6875,815.79895,-469.702148,-343.240356
73,-10,10,53780,101360.835938,15.6875,807.559204,-435.827637,-414.651489
73,-10,10,53781,101360.117188,15.6875,852.420044,-548.4375,-432.962036
73,-10,10,53782,101360.304688,15.6875,857.913208,-494.421387,-458.596802
73,-10,10,53783,101359.070312,15.6875,826.785278,-529.211426,-457.681274
73,-10,10,53784,101357.273438,15.6875,846.92688,-513.647461,-373.452759
73,-10,10,53785,101359.03125,15.6875,759.951782,-456.884766,-372.537231
73,-10,10,53786,101360.398438,15.625,742.556763,-412.023926,-289.224243
73,-10,10,53787,101361.765625,15.625,821.292114,-513.647461,-414.651489
73,-10,10,53788,101360.007812,15.625,835.025024,-478.857422,-423.806763
73,-10,10,53789,101360.304688,15.625,826.785278,-439.489746,-426.553345
73,-10,10,53790,101358.59375,15.625,813.052368,-457.800293,-379.86145
73,-10,10,53791,101359.390625,15.625,804.812622,-485.266113,-401.834106
73,-10,10,53792,101360.054688,15.625,770.93811,-449.560547,-401.834106
73,-10,10,53793,101359.453125,15.625,722.415161,-446.813965,-386.270142
73,-10,10,53794,101359.523438,15.625,791.079712,-446.813965,-450.357056
73,-10,10,53795,101357.054688,15.5625,837.771606,-439.489746,-421.060181
73,-10,10,53796,101356.945312,15.5625,802.06604,-465.124512,-430.215454
73,-10,10,53797,101356.148438,15.5625,751.712036,-459.631348,-453.103638
73,-10,10,53798,101354.859375,15.5625,779.177856,-474.279785,-465.921021
73,-10,10,53799,101353.34375,15.5625,796.572876,-478.857422,-491.555786
73,-10,10,53800,101352.765625,15.5625,757.2052,-444.98291,-467.752075
73,-10,10,53801,101351.648438,15.5625,796.572876,-488.012695,-438.4552
73,-10,10,53802,101351.945312,15.5625,796.572876,-473.364258,-445.779419
73,-10,10,53803,101351.203125,15.5625,762.698364,-442.236328,-370.706177
73,-10,10,53804,101355.132812,15.5625,711.428833,-412.023926,-324.014282
73,-10,10,53805,101357.59375,15.5625,751.712036,-336.950684,-364.297485
73,-10,10,53806,101357.625,15.5625,759.951782,-414.770508,-417.398071
73,-10,10,53807,101355.648438,15.5625,748.965454,-455.053711,-401.834106
73,-10,10,53808,101355.640625,15.5625,793.826294,-441.320801,-454.934692
73,-10,10,53809,101353.007812,15.5625,793.826294,-449.560547,-453.103638
73,-10,10,53810,101350.96875,15.5625,782.839966,-439.489746,-421.060181
73,-10,10,53811,101349.632812,15.5625,770.93811,-444.98291,-460.427856
73,-10,10,53812,101348.726562,15.5625,748.965454,-368.078613,-442.11731
73,-10,10,53813,101348.398438,15.5,716.921997,-372.65625,-396.340942
73,-10,10,53814,101349.265625,15.5,742.556763,-414.770508,-386.270142
73,-10,10,53815,101349.992188,15.5,727.908325,-385.473633,-408.242798
73,-10,20,54155,101266.320312,16.0,694.033813,-372.65625,-741.494751
73,-10,20,54156,101270.3125,16.0,635.440063,-365.332031,-683.816528
73,-10,20,54157,101268.929688,16.0,674.807739,-326.879883,-686.56311
73,-10,20,54158,101272.710938,16.0,627.200317,-324.133301,-713.113403
73,-10,20,54159,101267.546875,16.0,600.650024,-368.994141,-685.647583
73,-10,20,54160,101267.601562,16.0,559.451294,-248.144531,-700.296021
73,-10,20,54161,101266.320312,16.0,597.903442,-321.386719,-705.789185
73,-10,20,54162,101267.164062,16.0,567.69104,-299.414062,-669.168091
73,-10,20,54163,101263.71875,16.0,646.426392,-319.555664,-700.296021
73,-10,20,54164,101266.109375,16.0,669.314575,-421.179199,-672.8302
73,-10,20,54165,101268.054688,16.0,618.045044,-379.980469,-669.168091
73,-10,20,54166,101266.921875,16.0,570.437622,-253.637695,-636.209106
73,-10,20,54167,101268.492188,16.0,685.794067,-408.361816,-605.081177
73,-10,20,54168,101277.101562,16.0,516.421509,-227.087402,-632.546997
73,-10,20,54169,101276.453125,16.0,615.298462,-228.00293,-708.535767
73,-10,20,54170,101273.953125,16.0,607.058716,-288.427734,-699.380493
73,-10,20,54171,101275.546875,16.0,696.780396,-349.768066,-749.734497
73,-10,20,54172,101270.0,16.0,737.063599,-368.994141,-843.118286
73,-10,20,54173,101261.390625,16.0,609.805298,-368.994141,-822.061157
73,-10,20,54174,101253.671875,16.0,652.835083,-361.669922,-801.919556
73,-10,20,54175,101253.101562,16.0,674.807739,-323.217773,-805.581665
73,-10,20,54176,101255.210938,16.0,661.074829,-377.233887,-791.848755
73,-10,20,54177,101258.460938,16.0,708.682251,-319.555664,-783.609009
73,-10,20,54178,101257.109375,16.0,688.540649,-392.797852,-813.821411
73,-10,20,54179,101255.578125,16.0,757.2052,-452.307129,-836.709595
73,-10,20,54180,101254.617188,16.0,725.161743,-396.459961,-797.341919
73,-10,20,54181,101254.40625,16.0,688.540649,-349.768066,-826.638794
73,-10,20,54182,101249.148438,16.0,618.045044,-396.459961,-816.567993
73,-10,20,54183,101245.632812,16.0,646.426392,-418.432617,-794.595337
73,-10,20,54184,101245.289062,16.0,688.540649,-433.081055,-782.693481
73,-10,20,54185,101247.65625,16.0,658.328247,-401.953125,-772.622681
73,-10,20,54186,101249.414062,16.0,699.526978,-385.473633,-760.720825
73,-10,20,54187,101251.507812,15.9375,655.581665,-395.544434,-754.312134
73,-10,20,54188,101251.054688,15.9375,691.287231,-399.206543,-755.227661
73,-10,20,54189,101252.492188,15.9375,607.058716,-390.966797,-745.15686
73,-10,20,54190,101251.171875,15.9375,624.453735,-353.430176,-699.380493
73,-10,20,54191,101251.945312,15.9375,640.933228,-292.089844,-790.0177
73,-10,20,54192,101251.828125,15.9375,655.581665,-363.500977,-710.366821
73,-10,20,54193,101252.820312,15.9375,652.835083,-459.631348,-715.859985
73,-10,20,54194,101258.773438,15.9375,600.650024,-360.754395,-675.576782
73,-10,20,54195,101259.21875,15.9375,658.328247,-401.037598,-724.099731
73,-10,20,54196,101259.773438,15.9375,661.074829,-382.727051,-648.110962
73,-10,20,54197,101265.585938,16.0,643.67981,-363.500977,-608.743286
73,-10,20,54198,101271.367188,16.0,703.189087,-318.640137,-689.309692
73,-10,20,54199,101273.210938,16.0,612.55188,-311.315918,-638.040161
73,-10,20,54200,101275.117188,16.0,635.440063,-431.25,-619.729614
73,-10,20,54201,101274.484375,16.0,562.197876,-502.661133,-590.432739
73,-10,20,54202,101274.59375,16.0,592.410278,-237.158203,-744.241333
73,-10,20,54203,101267.546875,16.0,694.033813,-240.820312,-703.042603
73,-10,20,54204,101269.171875,16.0,699.526978,-375.402832,-785.440063
73,-10,20,54205,101267.265625,16.0,584.170532,-380.895996,-748.81897
73,-10,20,54206,101264.578125,16.0,573.184204,-286.59668,-741.494751
73,-10,20,54207,101258.359375,16.0,618.045044,-342.443848,-723.184204
73,-10,20,54208,101252.984375,16.0,632.693481,-336.950684,-749.734497
73,-10,20,54209,101255.554688,16.0,612.55188,-326.879883,-678.323364
73,-10,20,54210,101254.164062,16.0,629.946899,-332.373047,-707.620239
73,-10,20,54211,101257.0625,16.0,600.650024,-368.078613,-773.538208
73,-10,20,54212,101253.328125,16.0,663.821411,-266.455078,-710.366821
73,-10,20,54213,101253.242188,16.0,615.298462,-459.631348,-598.672485
73,-10,20,54214,101262.796875,16.0,638.186646,-399.206543,-686.56311
73,-10,20,54215,101267.75,16.0,624.453735,-233.496094,-612.405396
73,-10,20,54216,101272.960938,16.0,655.581665,-403.78418,-757.058716
73,-10,20,54217,101270.585938,16.0,745.303345,-347.937012,-703.042603
73,-10,20,54218,101274.210938,16.0,688.540649,-299.414062,-721.353149
73,-10,20,54219,101275.109375,16.0,624.453735,-321.386719,-730.508423
73,-10,20,54220,101275.476562,16.0,685.794067,-455.053711,-675.576782
73,-10,20,54221,101275.804688,16.0,804.812622,-393.713379,-767.129517
73,-10,20,54222,101276.34375,16.0,719.668579,-308.569336,-814.736938
73,-10,20,54223,101270.296875,16.0,691.287231,-335.119629,-920.022583
73,-10,20,54224,101258.5,16.0,658.328247,-340.612793,-829.385376
73,-10,20,54225,101253.53125,16.0,658.328247,-344.274902,-817.483521
73,-10,20,54226,101249.945312,16.0,703.189087,-383.642578,-809.243774
73,-10,20,54227,101249.5,16.0,734.317017,-411.108398,-927.346802
73,-10,20,54228,101245.070312,16.0,754.458618,-492.590332,-962.136841
73,-10,20,54229,101243.078125,16.0,785.586548,-417.51709,-914.529419
73,-10,20,54230,101247.9375,16.0,757.2052,-460.546875,-895.303345
73,-10,20,54231,101243.148438,16.0,719.668579,-403.78418,-855.935669
73,-10,20,54232,101247.640625,16.0,708.682251,-436.743164,-948.403931
73,-10,20,54233,101244.328125,16.0,762.698364,-356.176758,-927.346802
73,-10,20,54234,101244.125,16.0,688.540649,-245.397949,-869.668579
73,-10,20,54235,101242.25,16.0,703.189087,-358.007812,-826.638794
73,-10,20,54236,101242.46875,16.0,652.835083,-408.361816,-739.663696
73,-10,20,54237,101245.265625,16.0,627.200317,-318.640137,-725.930786
73,-10,20,54238,101249.859375,16.0,632.693481,-269.20166,-728.677368
73,-10,20,54239,101252.570312,16.0,652.835083,-379.980469,-763.467407
73,-10,20,54240,101243.335938,16.0,802.06604,-411.108398,-681.069946
73,-10,20,54241,101252.4375,16.0,680.300903,-313.146973,-760.720825
73,-10,20,54242,101254.820312,16.0,699.526978,-311.315918,-785.440063
73,-10,20,54243,101251.953125,16.0,655.581665,-340.612793,-708.535767
73,-10,20,54244,101257.953125,16.0,691.287231,-385.473633,-836.709595
73,-10,20,54245,101256.648438,16.0,652.835083,-345.19043,-847.695923
73,-10,20,54246,101248.921875,16.0,677.554321,-340.612793,-858.682251
73,-10,20,54247,101244.984375,16.0,661.074829,-379.980469,-839.456177
73,-10,20,54248,101243.898438,16.0,646.426392,-345.19043,-783.609009
73,-10,20,54249,101239.15625,16.0,597.903442,-323.217773,-811.990356
73,-10,20,54250,101235.867188,16.0,672.061157,-417.51709,-773.538208
73,-10,20,54251,101235.476562,15.9375,694.033813,-372.65625,-772.622681
73,-10,20,54252,101240.851562,15.9375,680.300903,-436.743164,-814.736938
73,-10,20,54253,101244.335938,15.9375,680.300903,-323.217773,-845.864868
73,-10,20,54254,101244.335938,15.9375,632.693481,-372.65625,-768.045044
73,-10,30,54323,101172.023438,15.875,436.77063,-159.338379,-863.259888
73,-10,30,54324,101164.859375,15.875,439.517212,-239.904785,-840.371704
73,-10,30,54325,101163.765625,15.875,475.222778,-249.060059,-826.638794
73,-10,30,54326,101160.820312,15.875,412.051392,-184.057617,-911.782837
73,-10,30,54327,101153.976562,15.875,477.96936,-135.534668,-943.826294
73,-10,30,54328,101149.976562,15.875,527.407837,-238.07373,-833.047485
73,-10,30,54329,101145.859375,15.8125,513.674927,-292.089844,-850.442505
73,-10,30,54330,101143.070312,15.8125,387.332153,-211.523438,-974.954224
73,-10,30,54331,101146.03125,15.8125,475.222778,-203.283691,-1004.251099
73,-10,30,54332,101149.601562,15.8125,471.560669,-191.381836,-782.693481
73,-10,30,54333,101154.554688,15.8125,447.756958,-264.624023,-845.864868
73,-10,30,54334,101153.578125,15.8125,451.419067,-264.624023,-1039.041138
73,-10,30,54335,101142.703125,15.8125,420.291138,-184.973145,-1061.013794
73,-10,30,54336,101147.101562,15.8125,570.437622,-337.866211,-1048.196411
73,-10,30,54337,101149.601562,15.8125,491.702271,-283.850098,-795.510864
73,-10,30,54338,101147.585938,15.8125,466.067505,-122.717285,-1057.351685
73,-10,30,54339,101142.84375,15.8125,483.462524,-203.283691,-1079.324341
73,-10,30,54340,101140.515625,15.8125,406.558228,-162.084961,-1128.762817
73,-10,30,54341,101134.890625,15.8125,553.042603,-102.575684,-1120.523071
73,-10,30,54342,101126.460938,15.8125,439.517212,-152.01416,-1083.901978
73,-10,30,54343,101125.992188,15.8125,477.96936,-172.155762,-1120.523071
73,-10,30,54344,101124.882812,15.8125,451.419067,-184.057617,-1097.634888
73,-10,30,54345,101125.835938,15.8125,480.715942,-141.027832,-1054.605103
73,-10,30,54346,101129.101562,15.8125,459.658813,-115.393066,-1028.05481
73,-10,30,54347,101129.914062,15.8125,445.010376,-133.703613,-1036.294556
73,-10,30,54348,101131.773438,15.8125,456.912231,-182.226562,-943.826294
73,-10,30,54349,101135.078125,15.8125,510.928345,-165.74707,-1002.420044
73,-10,30,54350,101137.664062,15.8125,477.96936,-219.763184,-946.572876
73,-10,30,54351,101138.84375,15.8125,387.332153,-238.07373,-945.657349
73,-10,30,54352,101141.5625,15.8125,442.263794,-283.850098,-780.862427
73,-10,30,54353,101147.070312,15.8125,570.437622,-243.566895,-988.687134
73,-10,30,54354,101145.796875,15.8125,570.437622,-313.146973,-1025.308228
73,-10,30,54355,101154.085938,15.8125,471.560669,-259.130859,-981.362915
73,-10,30,54356,101158.515625,15.8125,428.530884,-253.637695,-763.467407
73,-10,30,54357,101161.929688,15.8125,459.658813,-149.267578,-869.668579
73,-10,30,54358,101162.4375,15.8125,456.912231,-111.730957,-879.73938
73,-10,30,54359,101162.71875,15.8125,471.560669,-172.155762,-945.657349
73,-10,30,54360,101152.820312,15.8125,468.814087,-187.719727,-988.687134
73,-10,30,54361,101146.210938,15.8125,451.419067,-195.043945,-1113.198853
73,-10,30,54362,101142.679688,15.8125,436.77063,-204.199219,-1126.016235
73,-10,30,54363,101139.125,15.8125,406.558228,-204.199219,-1102.212524
73,-10,30,54364,101138.1875,15.8125,409.30481,-195.959473,-1080.239868
73,-10,30,54365,101139.515625,15.8125,508.181763,-254.553223,-1026.223755
73,-10,30,54366,101138.335938,15.8125,423.03772,-191.381836,-939.248657
73,-10,30,54367,101138.859375,15.8125,442.263794,-139.196777,-1075.662231
73,-10,30,54368,101136.632812,15.8125,573.184204,-129.125977,-1036.294556
73,-10,30,54369,101135.726562,15.8125,488.955688,-232.580566,-948.403931
73,-10,30,54370,101136.851562,15.8125,459.658813,-260.961914,-851.358032
73,-10,30,54371,101141.273438,15.8125,499.942017,-239.904785,-876.992798
73,-10,30,54372,101141.210938,15.8125,436.77063,-206.945801,-874.246216
73,-10,30,54373,101146.757812,15.8125,454.165649,-219.763184,-851.358032
73,-10,30,54374,101144.140625,15.8125,384.585571,-187.719727,-972.207642
73,-10,30,54375,101142.328125,15.75,381.838989,-160.253906,-910.86731
73,-10,30,54376,101139.4375,15.75,494.448853,-248.144531,-983.19397
73,-10,30,54377,101139.15625,15.75,497.195435,-249.060059,-953.897095
73,-10,30,54378,101140.242188,15.75,409.30481,-209.692383,-922.769165
73,-10,30,54379,101140.015625,15.6875,423.03772,-147.436523,-970.376587
73,-10,30,54380,101142.328125,15.6875,423.03772,-175.817871,-933.755493
73,-10,30,54381,101142.570312,15.6875,425.784302,-147.436523,-1063.760376
73,-10,30,54382,101141.609375,15.6875,456.912231,-143.774414,-985.940552
73,-10,30,54383,101142.523438,15.6875,471.560669,-217.016602,-876.077271
73,-10,30,54384,101150.679688,15.75,454.165649,-240.820312,-921.853638
73,-10,30,54385,101153.085938,15.75,428.530884,-178.564453,-962.136841
73,-10,30,54386,101154.015625,15.75,454.165649,-167.578125,-948.403931
73,-10,30,54387,101153.859375,15.75,475.222778,-132.788086,-975.869751
73,-10,30,54388,101153.304688,15.75,466.067505,-221.594238,-853.189087
73,-10,30,54389,101155.429688,15.75,442.263794,-186.804199,-829.385376
73,-10,30,54390,101156.835938,15.75,384.585571,-170.324707,-803.75061
73,-10,30,54391,101156.085938,15.75,483.462524,-221.594238,-847.695923
73,-10,30,54392,101156.679688,15.75,456.912231,-224.34082,-830.300903
73,-10,30,54393,101155.585938,15.75,494.448853,-266.455078,-717.69104
73,-10,30,54394,101163.59375,15.75,423.03772,-243.566895,-748.81897
73,-10,30,54395,101166.539062,15.75,401.065063,-232.580566,-811.990356
73,-10,30,54396,101169.09375,15.75,544.802856,-227.087402,-797.341919
73,-10,30,54397,101167.90625,15.75,459.658813,-230.749512,-826.638794
73,-10,30,54398,101167.3125,15.75,412.051392,-159.338379,-874.246216
73,-10,30,54399,101164.6875,15.75,553.042603,-162.084961,-927.346802
73,-10,30,54400,101161.46875,15.75,434.024048,-181.311035,-910.86731
73,-10,30,54401,101161.554688,15.75,379.092407,-173.986816,-783.609009
73,-10,30,54402,101161.796875,15.75,358.035278,-206.945801,-889.810181
73,-10,30,54403,101162.757812,15.75,349.795532,-200.537109,-906.289673
73,-10,30,54404,101160.71875,15.75,379.092407,-168.493652,-922.769165
73,-10,30,54405,101159.039062,15.75,439.517212,-197.790527,-886.148071
73,-10,30,54406,101156.507812,15.75,428.530884,-132.788086,-889.810181
73,-10,30,54407,101150.953125,15.75,425.784302,-146.520996,-951.150513
73,-10,30,54408,101149.039062,15.75,403.811646,-204.199219,-927.346802
73,-10,30,54409,101145.609375,15.75,542.056274,-232.580566,-936.502075
73,-10,30,54410,101142.976562,15.75,442.263794,-227.087402,-919.107056
73,-10,30,54411,101144.507812,15.75,431.277466,-216.101074,-924.60022
73,-10,30,54412,101144.453125,15.75,436.77063,-176.733398,-951.150513
73,-10,30,54413,101143.492188,15.75,406.558228,-195.043945,-933.755493
73,-10,30,54414,101139.65625,15.75,409.30481,-151.098633,-975.869751
73,-10,30,54415,101137.3125,15.75,390.078735,-33.911133,-874.246216
73,-10,30,54416,101136.390625,15.75,502.688599,-176.733398,-942.910767
73,-10,30,54417,101139.429688,15.75,494.448853,-227.087402,-866.921997
73,-10,30,54418,101139.914062,15.75,428.530884,-214.27002,-837.625122
73,-10,30,54419,101137.953125,15.75,471.560669,-248.144531,-834.87854
73,-10,30,54420,101135.398438,15.75,445.010376,-261.877441,-860.513306
73,-10,30,54421,101136.921875,15.75,384.585571,-163.000488,-999.673462
73,-10,30,54422,101135.148438,15.75,401.065063,-222.509766,-913.613892
73,-10,40,54629,101059.28125,15.6875,296.694946,-79.6875,-943.826294
73,-10,40,54630,101063.882812,15.6875,459.658813,-222.509766,-945.657349
73,-10,40,54631,101072.546875,15.6875,398.318481,-143.774414,-789.102173
73,-10,40,54632,101075.609375,15.6875,347.04895,-67.785645,-914.529419
73,-10,40,54633,101077.632812,15.6875,384.585571,-114.477539,-860.513306
73,-10,40,54634,101081.851562,15.6875,387.332153,-165.74707,-1098.550415
73,-10,40,54635,101069.804688,15.75,280.215454,-114.477539,-1093.057251
73,-10,40,54636,101066.304688,15.75,259.158325,-91.589355,-1126.931763
73,-10,40,54637,101056.015625,15.75,544.802856,-70.532227,-1073.831177
73,-10,40,54638,101062.359375,15.75,253.665161,-147.436523,-853.189087
73,-10,40,54639,101063.734375,15.75,248.171997,-141.027832,-977.700806
73,-10,40,54640,101056.296875,15.75,384.585571,-40.319824,-1197.427368
73,-10,40,54641,101041.359375,15.75,477.96936,-93.42041,-1258.7677
73,-10,40,54642,101025.289062,15.75,349.795532,-228.00293,-861.428833
73,-10,40,54643,101040.132812,15.75,315.921021,-135.534668,-857.766724
73,-10,40,54644,101042.117188,15.6875,390.078735,-141.027832,-1025.308228
73,-10,40,54645,101045.273438,15.6875,203.311157,-70.532227,-1157.144165
73,-10,40,54646,101034.953125,15.6875,228.945923,-149.267578,-1116.860962
73,-10,40,54647,101027.570312,15.6875,215.213013,-58.630371,-1104.959106
73,-10,40,54648,101024.382812,15.6875,256.411743,-47.644043,-1043.618774
73,-10,40,54649,101021.445312,15.6875,250.918579,-109.899902,-1009.744263
73,-10,40,54650,101022.070312,15.6875,245.425415,-102.575684,-889.810181
73,-10,40,54651,101028.851562,15.6875,332.400513,-74.194336,-1014.321899
73,-10,40,54652,101033.78125,15.6875,307.681274,-94.335938,-927.346802
73,-10,40,54653,101041.15625,15.6875,184.085083,-22.009277,-1041.78772
73,-10,40,54654,101035.625,15.6875,313.174438,-86.096191,-1159.890747
73,-10,40,54655,101029.203125,15.6875,234.439087,-53.137207,-1138.833618
73,-10,40,54656,101027.390625,15.6875,250.918579,-16.516113,-1090.310669
73,-10,40,54657,101028.351562,15.6875,280.215454,-70.532227,-1041.78772
73,-10,40,54658,101031.125,15.6875,270.144653,-79.6875,-946.572876
73,-10,40,54659,101036.804688,15.6875,228.945923,-94.335938,-876.077271
73,-10,40,54660,101044.554688,15.6875,267.398071,-160.253906,-893.47229
73,-10,40,54661,101050.140625,15.6875,299.441528,-111.730957,-927.346802
73,-10,40,54662,101055.945312,15.6875,189.578247,-75.109863,-977.700806
73,-10,40,54663,101056.226562,15.6875,445.010376,-227.087402,-1137.002563
73,-10,40,54664,101051.140625,15.6875,425.784302,-256.384277,-1028.05481
73,-10,40,54665,101058.125,15.6875,307.681274,-195.043945,-744.241333
73,-10,40,54666,101075.054688,15.6875,318.667603,-99.829102,-801.919556
73,-10,40,54667,101073.0625,15.6875,195.071411,-114.477539,-1033.547974
73,-10,40,54668,101067.617188,15.6875,299.441528,-93.42041,-886.148071
73,-10,40,54669,101062.8125,15.6875,423.03772,-164.831543,-840.371704
