mph,alpha,beta,seq,baro,oat,dp0,dpA,dpB
73,0,30,33782,101203.414062,15.8125,555.789185,131.799316,-956.643677
73,0,30,33783,101202.039062,15.8125,439.517212,77.783203,-724.099731
73,0,30,33784,101195.84375,15.8125,550.296021,30.175781,-696.633911
73,0,30,33785,101204.84375,15.8125,532.901001,49.401855,-882.485962
73,0,30,33786,101213.039062,15.8125,539.309692,-7.36084,-938.33313
73,0,30,33787,101209.015625,15.8125,524.661255,200.463867,-819.314575
73,0,30,33788,101215.976562,15.8125,544.802856,-0.952148,-876.077271
73,0,30,33789,101203.898438,15.8125,564.944458,72.290039,-921.853638
73,0,30,33790,101186.242188,15.8125,524.661255,-68.701172,-952.06604
73,0,30,33791,101183.539062,15.8125,524.661255,64.96582,-964.883423
73,0,30,33792,101187.765625,15.8125,592.410278,62.219238,-861.428833
73,0,30,33793,101198.914062,15.8125,607.058716,-58.630371,-930.093384
73,0,30,33794,101207.460938,15.8125,562.197876,7.287598,-843.118286
73,0,30,33795,101211.8125,15.8125,456.912231,75.036621,-725.930786
