1602260158.26,$B,4156.000000,  0.000000,3283.000000,  0.965588
1602260160.27,$B,4156.000000,  0.000000,3283.000000,  0.965588
1602260164.55,$B,4156.000000,  0.000000,3283.000000,  0.965588
1602260168.16,$B,4156.000000,  0.000000,3283.000000,  0.965588
1602260176.58,$B,4135.000000,-160.000000,3283.000000,  0.965588
1602260178.23,$B,4134.000000,-180.000000,3283.000000,  0.965588
1602260180.78,$B,4132.000000,-182.000000,3283.000000,  0.965588
1602260183.45,$B,4132.000000,-181.000000,3283.000000,  0.965588
1602260186.62,$B,4133.000000,-179.000000,3283.000000,  0.965588
1602260189.04,$B,4132.000000,-181.000000,3282.000000,  0.965294
1602260191.49,$B,4130.000000,-181.000000,3282.000000,  0.965294
1602260203.92,$B,4131.000000,-181.000000,3282.000000,  0.965294
1602260207.41,$B,4132.000000,-161.000000,3282.000000,  0.965294
1602260209.97,$B,4129.000000,-181.000000,3281.000000,  0.965000
1602260215.4,$B,4132.000000,-170.000000,3281.000000,  0.965000
1602260217.53,$B,4129.000000,-181.000000,3281.000000,  0.965000
1602260222.43,$B,4132.000000,-159.000000,3281.000000,  0.965000
1602260225.21,$B,4129.000000,-181.000000,3281.000000,  0.965000
1602260227.47,$B,4128.000000,-182.000000,3280.000000,  0.964706
1602260230.13,$B,4128.000000,-182.000000,3280.000000,  0.964706
1602260232.67,$B,4128.000000,-182.000000,3280.000000,  0.964706
1602260235.18,$B,4128.000000,-182.000000,3280.000000,  0.964706
1602260239.41,$B,4131.000000,-161.000000,3280.000000,  0.964706
1602260243.69,$B,4130.000000,-159.000000,3280.000000,  0.964706
1602260246.84,$B,4128.000000,-183.000000,3280.000000,  0.964706
1602260249.28,$B,4127.000000,-183.000000,3279.000000,  0.964412
1602260251.84,$B,4128.000000,-181.000000,3279.000000,  0.964412
1602260254.39,$B,4127.000000,-182.000000,3279.000000,  0.964412
1602260256.94,$B,4126.000000,-182.000000,3279.000000,  0.964412
1602260259.72,$B,4126.000000,-183.000000,3279.000000,  0.964412
1602260262.04,$B,4126.000000,-182.000000,3279.000000,  0.964412
1602260264.54,$B,4126.000000,-183.000000,3279.000000,  0.964412
1602260267.22,$B,4126.000000,-179.000000,3278.000000,  0.964118
1602260269.74,$B,4126.000000,-183.000000,3278.000000,  0.964118
1602260272.22,$B,4126.000000,-182.000000,3278.000000,  0.964118
1602260274.78,$B,4126.000000,-182.000000,3278.000000,  0.964118
1602260277.34,$B,4126.000000,-182.000000,3278.000000,  0.964118
1602260279.96,$B,4126.000000,-182.000000,3278.000000,  0.964118
1602260282.42,$B,4126.000000,-182.000000,3278.000000,  0.964118
1602260285.01,$B,4125.000000,-182.000000,3278.000000,  0.964118
1602260287.57,$B,4125.000000,-183.000000,3277.000000,  0.963824
1602260290.13,$B,4125.000000,-182.000000,3277.000000,  0.963824
1602260293.31,$B,4128.000000,-174.000000,3277.000000,  0.963824
1602260295.56,$B,4125.000000,-182.000000,3277.000000,  0.963824
1602260298.29,$B,4125.000000,-182.000000,3277.000000,  0.963824
1602260301.11,$B,4125.000000,-182.000000,3277.000000,  0.963824
1602260303.24,$B,4125.000000,-182.000000,3277.000000,  0.963824
1602260305.69,$B,4124.000000,-182.000000,3276.000000,  0.963529
1602260308.26,$B,4125.000000,-182.000000,3276.000000,  0.963529
1602260310.92,$B,4124.000000,-181.000000,3276.000000,  0.963529
1602260313.38,$B,4125.000000,-181.000000,3276.000000,  0.963529
1602260316.06,$B,4124.000000,-181.000000,3276.000000,  0.963529
1602260318.45,$B,4125.000000,-182.000000,3276.000000,  0.963529
1602260321.02,$B,4124.000000,-183.000000,3276.000000,  0.963529
1602260323.53,$B,4124.000000,-182.000000,3276.000000,  0.963529
1602260326.08,$B,4124.000000,-181.000000,3275.000000,  0.963235
1602260328.63,$B,4124.000000,-183.000000,3275.000000,  0.963235
1602260331.31,$B,4124.000000,-182.000000,3275.000000,  0.963235
1602260333.82,$B,4124.000000,-182.000000,3275.000000,  0.963235
1602260336.38,$B,4123.000000,-182.000000,3275.000000,  0.963235
1602260338.88,$B,4123.000000,-183.000000,3275.000000,  0.963235
1602260341.5,$B,4124.000000,-182.000000,3275.000000,  0.963235
1602260345.12,$B,4124.000000,-182.000000,3274.000000,  0.962941
1602260346.62,$B,4123.000000,-182.000000,3274.000000,  0.962941
1602260349.13,$B,4123.000000,-182.000000,3274.000000,  0.962941
1602260351.68,$B,4123.000000,-183.000000,3274.000000,  0.962941
1602260354.26,$B,4123.000000,-183.000000,3274.000000,  0.962941
1602260356.79,$B,4123.000000,-183.000000,3274.000000,  0.962941
1602260359.35,$B,4123.000000,-183.000000,3274.000000,  0.962941
1602260361.92,$B,4123.000000,-182.000000,3274.000000,  0.962941
1602260364.49,$B,4122.000000,-183.000000,3273.000000,  0.962647
1602260367.86,$B,4123.000000,-182.000000,3273.000000,  0.962647
1602260369.54,$B,4123.000000,-182.000000,3273.000000,  0.962647
1602260372.07,$B,4123.000000,-182.000000,3273.000000,  0.962647
1602260374.62,$B,4122.000000,-183.000000,3273.000000,  0.962647
1602260377.24,$B,4122.000000,-182.000000,3273.000000,  0.962647
1602260379.74,$B,4123.000000,-182.000000,3273.000000,  0.962647
1602260383.55,$B,4122.000000,-183.000000,3272.000000,  0.962353
1602260385.79,$B,4122.000000,-182.000000,3272.000000,  0.962353
1602260391.44,$B,4125.000000,-159.000000,3272.000000,  0.962353
1602260394.03,$B,4122.000000,-183.000000,3272.000000,  0.962353
1602260396.55,$B,4121.000000,-182.000000,3272.000000,  0.962353
1602260399.08,$B,4122.000000,-181.000000,3272.000000,  0.962353
1602260401.63,$B,4122.000000,-182.000000,3271.000000,  0.962059
1602260404.18,$B,4121.000000,-183.000000,3271.000000,  0.962059
1602260406.87,$B,4121.000000,-186.000000,3271.000000,  0.962059
1602260409.3,$B,4121.000000,-182.000000,3271.000000,  0.962059
1602260412.42,$B,4121.000000,-181.000000,3271.000000,  0.962059
1602260415.16,$B,4121.000000,-182.000000,3271.000000,  0.962059
1602260417.42,$B,4121.000000,-183.000000,3271.000000,  0.962059
1602260420.01,$B,4121.000000,-183.000000,3271.000000,  0.962059
1602260422.55,$B,4120.000000,-184.000000,3270.000000,  0.961765
1602260425.4,$B,4121.000000,-183.000000,3270.000000,  0.961765
1602260428.55,$B,4121.000000,-168.000000,3270.000000,  0.961765
1602260431.13,$B,4121.000000,-182.000000,3270.000000,  0.961765
1602260433.62,$B,4121.000000,-182.000000,3270.000000,  0.961765
1602260436.17,$B,4120.000000,-185.000000,3270.000000,  0.961765
1602260438.77,$B,4121.000000,-181.000000,3270.000000,  0.961765
