1647406871.1574662,$B,35204,4143.000000,  0.000000,3317.000000,  0.975588
1647406873.6160762,$B,35205,4143.000000,  0.000000,3317.000000,  0.975588
1647406876.281498,$B,35206,4119.000000,-164.000000,3317.000000,  0.975588
1647406878.7347605,$B,35207,4118.000000,-161.000000,3317.000000,  0.975588
1647406881.39788,$B,35208,4118.000000,-161.000000,3317.000000,  0.975588
1647406883.8610218,$B,35209,4117.000000,-161.000000,3316.000000,  0.975294
1647406888.9753668,$B,35211,4117.000000,-164.000000,3316.000000,  0.975294
1647406894.0953903,$B,35213,4116.000000,-161.000000,3316.000000,  0.975294
1647406899.215719,$B,35215,4116.000000,-161.000000,3316.000000,  0.975294
1647406901.6748636,$B,35216,4117.000000,-164.000000,3316.000000,  0.975294
1647406904.336314,$B,35217,4117.000000,-161.000000,3316.000000,  0.975294
1647406906.7949793,$B,35218,4117.000000,-161.000000,3315.000000,  0.975000
1647406909.4565496,$B,35219,4117.000000,-161.000000,3315.000000,  0.975000
1647406911.9158032,$B,35220,4116.000000,-161.000000,3315.000000,  0.975000
1647406914.5776217,$B,35221,4116.000000,-161.000000,3315.000000,  0.975000
1647406917.0350304,$B,35222,4116.000000,-161.000000,3315.000000,  0.975000
1647406922.1545427,$B,35224,4116.000000,-161.000000,3315.000000,  0.975000
1647406924.816874,$B,35225,4115.000000,-161.000000,3315.000000,  0.975000
1647406927.275762,$B,35226,4115.000000,-161.000000,3314.000000,  0.974706
1647406929.7342315,$B,35227,4115.000000,-161.000000,3314.000000,  0.974706
1647406932.3959117,$B,35228,4115.000000,-161.000000,3314.000000,  0.974706
1647406934.8533595,$B,35229,4115.000000,-161.000000,3314.000000,  0.974706
1647406939.9733129,$B,35231,4115.000000,-164.000000,3314.000000,  0.974706
1647406945.093273,$B,35233,4114.000000,-161.000000,3314.000000,  0.974706
1647406950.214419,$B,35235,4114.000000,-161.000000,3313.000000,  0.974412
1647406952.671312,$B,35236,4114.000000,-161.000000,3313.000000,  0.974412
1647406957.7917542,$B,35238,4114.000000,-161.000000,3313.000000,  0.974412
1647406960.4542108,$B,35239,4114.000000,-164.000000,3313.000000,  0.974412
1647406962.9136353,$B,35240,4114.000000,-161.000000,3313.000000,  0.974412
1647406965.5756402,$B,35241,4114.000000,-161.000000,3313.000000,  0.974412
1647406968.0364168,$B,35242,4114.000000,-161.000000,3312.000000,  0.974118
1647406973.1524918,$B,35244,4113.000000,-161.000000,3312.000000,  0.974118
1647406975.8172438,$B,35245,4113.000000,-161.000000,3312.000000,  0.974118
1647406980.7306602,$B,35247,4113.000000,-161.000000,3312.000000,  0.974118
1647406983.3933957,$B,35248,4113.000000,-161.000000,3312.000000,  0.974118
1647406985.8505816,$B,35249,4113.000000,-161.000000,3312.000000,  0.974118
1647406988.5136275,$B,35250,4113.000000,-161.000000,3312.000000,  0.974118
1647406990.9735293,$B,35251,4113.000000,-161.000000,3311.000000,  0.973824
1647406996.092805,$B,35253,4112.000000,-161.000000,3311.000000,  0.973824
1647407001.2113907,$B,35255,4112.000000,-161.000000,3311.000000,  0.973824
1647407003.6694522,$B,35256,4112.000000,-161.000000,3311.000000,  0.973824
1647407006.3324134,$B,35257,4112.000000,-161.000000,3311.000000,  0.973824
1647407008.7893903,$B,35258,4112.000000,-161.000000,3311.000000,  0.973824
1647407011.4562786,$B,35259,4109.000000,-165.000000,3310.000000,  0.973529
1647407013.9106734,$B,35260,4112.000000,-161.000000,3310.000000,  0.973529
1647407016.5728366,$B,35261,4112.000000,-161.000000,3310.000000,  0.973529
1647407019.0298922,$B,35262,4112.000000,-161.000000,3310.000000,  0.973529
1647407024.1508203,$B,35264,4112.000000,-164.000000,3310.000000,  0.973529
1647407029.270124,$B,35266,4111.000000,-161.000000,3310.000000,  0.973529
1647407031.7281218,$B,35267,4111.000000,-161.000000,3309.000000,  0.973235
1647407034.3914878,$B,35268,4111.000000,-161.000000,3309.000000,  0.973235
1647407036.8487651,$B,35269,4111.000000,-161.000000,3309.000000,  0.973235
1647407041.968871,$B,35271,4111.000000,-161.000000,3309.000000,  0.973235
1647407047.0887132,$B,35273,4111.000000,-162.000000,3309.000000,  0.973235
1647407049.7520804,$B,35274,4111.000000,-162.000000,3309.000000,  0.973235
1647407052.2096555,$B,35275,4111.000000,-161.000000,3309.000000,  0.973235
1647407054.8712096,$B,35276,4111.000000,-161.000000,3308.000000,  0.972941
1647407057.3295965,$B,35277,4111.000000,-161.000000,3308.000000,  0.972941
1647407059.789712,$B,35278,4111.000000,-161.000000,3308.000000,  0.972941
1647407062.4498396,$B,35279,4111.000000,-164.000000,3308.000000,  0.972941
1647407064.9084191,$B,35280,4111.000000,-161.000000,3308.000000,  0.972941
1647407070.0283668,$B,35282,4110.000000,-161.000000,3308.000000,  0.972941
1647407072.6906915,$B,35283,4110.000000,-162.000000,3308.000000,  0.972941
1647407075.1500645,$B,35284,4107.000000,-163.000000,3307.000000,  0.972647
1647407080.2731857,$B,35286,4110.000000,-161.000000,3307.000000,  0.972647
1647407082.7256343,$B,35287,4110.000000,-161.000000,3307.000000,  0.972647
1647407085.3880687,$B,35288,4110.000000,-163.000000,3307.000000,  0.972647
1647407087.8457575,$B,35289,4110.000000,-161.000000,3307.000000,  0.972647
1647407090.5086732,$B,35290,4110.000000,-161.000000,3307.000000,  0.972647
1647407092.9662254,$B,35291,4110.000000,-161.000000,3307.000000,  0.972647
1647407095.6287048,$B,35292,4110.000000,-161.000000,3306.000000,  0.972353
1647407098.0871012,$B,35293,4109.000000,-162.000000,3306.000000,  0.972353
1647407103.2067523,$B,35295,4109.000000,-161.000000,3306.000000,  0.972353
1647407105.8708267,$B,35296,4109.000000,-161.000000,3306.000000,  0.972353
1647407110.7851481,$B,35298,4109.000000,-162.000000,3306.000000,  0.972353
1647407113.446847,$B,35299,4109.000000,-164.000000,3306.000000,  0.972353
1647407115.904869,$B,35300,4109.000000,-161.000000,3305.000000,  0.972059
1647407118.5673885,$B,35301,4109.000000,-161.000000,3305.000000,  0.972059
1647407121.0272024,$B,35302,4109.000000,-161.000000,3305.000000,  0.972059
1647407123.6884673,$B,35303,4109.000000,-162.000000,3305.000000,  0.972059
1647407126.1453369,$B,35304,4109.000000,-164.000000,3305.000000,  0.972059
1647407131.2653878,$B,35306,4109.000000,-161.000000,3305.000000,  0.972059
